656; Trabalho conforme, parabéns. ;0;0;0;0;0;0;0
665; Faltaram alguns elementos: referências etc. ;0;0;0;0;0;0;0
666; Tarefa ok ;0;0;0;0;0;0;0
667; Bom trabalho meninas, mas vocês poderiam ter explorado mais   os princípios de Alvaraz y Sole e os relacionados as práticas observadas em sala de aula.     Lembrem que todos os participantes devem postar a atividade para obter suas notas.  ;0;0;0;0;0;1;0
693;  Bom trabalho, mas vocês deveriam te explorado os princípios de Alvaraz y Soler e os relacionados com as observações realizadas.  ;0;0;0;0;0;1;0
694; Bom trabalho, mas vocês deveriam te explorado os princípios de Alvaraz y Soler e os relacionados com as observações realizadas. ;0;0;0;0;0;0;0
697; O relatório era para ser feito em duas páginas. Ok? ;0;0;0;0;0;0;0
709;       Era um relatório síntese de duas páginas (digitadas). ;0;0;0;0;0;0;0
711;  A atividade era para ser:    Um relatório síntese de duas páginas (digitadas), relacionando os problemas encontrados em cada campo/área, com as discussões feitas, ao longo da disciplina, sobre Etnocentrismo e Relativismo Cultural, colocando as referências utilizadas. ;0;0;0;0;0;0;0
712; A atividade era para ser feita em forma de  relatório síntese.  Equipe:     Anderson Neyl da Silva Leal   Fabiano Edilson de Sá   Hélder de Souza Gomes  Sandra da Silva Marques de Sá   Vanessa Rosa Novaes Feitosa Ferraz    ;0;0;0;0;0;0;0
732; Muito bom, parabéns. ;0;0;0;0;0;0;0
750;    Na atividade deveriam constar fotos da construção de um esquema que poderia ser uma maquete ou desenho e um texto explicativo sobre os Cnidários (hidrozoários e Cifozoários), não sobre os Poríferos.    ;0;0;0;0;0;1;0
758; Wilma,       Refaça seu trabalho, de forma que todo o conteúdo seja sintetizado, com fonte maior.   Senti falta dos nomes dos componentes do grupo e dos slides iniciais, com elementos pré-textuais.       Aguardo retorno ;0;0;0;0;0;1;0
761; Trabalho muito bom, porém senti falta da fundamentação teórica.       Att.       Adriana Miron ;0;0;0;0;0;1;0
771; Refazer, conforme proposta da atividade. ;0;0;0;0;0;0;0
775; Senti falta dos anexos ;0;0;0;0;0;0;0
789;  Parabéns!  ;0;0;0;0;0;0;0
804; Bom dia Ana Lúcia! De acordo com a tarefa da webquest, você não seguiu todos os passos pedidos, não seguiu as normas da ABNT. Os objetivos desse comentário é para que você  observe esses pontos  na próxima. Att ;0;0;0;0;0;1;0
816; Maria,   Bom trabalho, mas faltou o diálogo com as concepções de linguagem estudadas.   Abraços.         ;0;0;0;0;0;1;0
817; Bom dia Genivaldo! sobre sua webquest, percebi que o seu está igual ao trabalho de outra aluna. Na próxima webquest observe melhor essa questão. Att ;0;0;0;0;0;0;0
818; Cristine,   Bom trabalho, mas faltou o diálogo com as concepções de linguagem estudadas.   Abraços. ;0;0;0;0;0;0;0
820; Célia,   Bom trabalho, mas faltou o diálogo com as concepções de linguagem estudadas.   Abraços. ;0;0;0;0;0;0;0
830; Bom trabalho, continue se dedicando. ;0;0;0;0;1;0;0
834; Boa tarde Maria! sobre sua tarefa da webquest, verifiquei que está igual a de outro aluno, também não seguiu os passos sugeridos pela professora, na próxima tenta observar melhor essa questão. att ;0;0;0;0;0;0;0
842; Boa tarde Cícero! o motivo da sua pontuação foi insuficiência da proposta feita pela professora, tenta rever isso na próxima. Att ;0;0;0;0;0;1;0
879; Edna,   Bom trabalho, mas faltou o diálogo com as concepções de língua e linguagem estudadas.   Abraços. ;0;0;0;0;0;1;0
899; Boa tarde Maria Lúcia! sua nota da webquest foi em função de está fora da proposta da professora, não atender as normas da ABNT e por conter vários erros, na próxima observe melhor essa questão. Att ;0;0;0;0;0;1;0
1001; Rutiliane,   Bom trabalho, mas faltou o relato das aulas assistidas.   Abraços. ;0;0;0;0;0;0;0
1015; Aline,   Você discorreu sobre as concepções de  língua/linguagem, mas não refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade.   Abraços. ;0;0;0;0;0;1;0
1024; Bom trabalho, mas vocês poderiam ter explorado mais  os princípios de Alvaraz y Sole e os relacionados as práticas observadas em sala de aula. ;0;0;0;0;0;1;0
1087;" Boa noite! Gostaria de fazer algumas considerações sobre sua webquest:  Todas as vezes que você for fazer um trabalho como este em formato Word evite imagens. E se colocá-las, tem que colocar as fontes delas. Muitas imagens no word, podem dar a sensação que serviram mais para dar volume. Seria mais interessantes, já que utilizaram imagens, fazer pelo power point (que poderia ser feito também). Vocês leram o que coloquei no fórum tira-dúvidas sobre isso?     Outro ponto é, alguns erros de gramática. Especialmente de acentuação. Muito cuidado. De uma próxima vez, revisem mais. Afinal são quarteto. Me compreendem?    Não se utiliza mais o termo \""REFERÊNCIAS BIBLIOGRÁFICAS\"" e sim \""REFERÊNCIAS\"". Nas referências, colocamos apenas o que foi citado diretamente ou indiretamente. Compreendem? Da maneira que colocaram, está equivocada.   Existe uma forma correta de citar. Vou lhe ensinar. Deve ser assim: Sobrenome todo maiúsculo, nome com a primeira letra maiúscula e demais minúsculas, nome do livro, cidade, editora e ano. Entende? Por exemplo: Barbosa, Petrônio Silva. Psicologia da Aprendizagem. São Paulo, Ática, 2005.   O trabalho de vocês ficaria melhor se, da forma que fizeram, tivesse em powerpoint. Ou, se estivesse em word, tirassem as imagens e se preocupassem mais em abordar os temas e itens que trouxeram à tona.    Achei que poderiam abordar melhor, com mais profundidade, se valendo de citações, para reforçar o que colocaram.   Sendo assim, vamos tentar melhorar da próxima vez.     ";0;0;1;1;0;1;0
1088;" Boa noite!   Gostaria de fazer algumas considerações sobre sua webquest:   &gt, Todas as vezes que você for fazer um trabalho como este em formato Word evite imagens. E se colocá-las, tem que colocar as fontes delas. Muitas imagens no word, podem dar a sensação que serviram mais para dar volume. Seria mais interessantes, já que utilizaram imagens, fazer pelo power point (que poderia ser feito também). Vocês leram o que coloquei no fórum tira-dúvidas sobre isso?    &gt, Outro ponto é, alguns erros de gramática. Especialmente de acentuação. Muito cuidado. De uma próxima vez, revisem mais. Afinal são quarteto. Me compreendem?   &gt, Não se utiliza mais o termo \""REFERÊNCIAS BIBLIOGRÁFICAS\"" e sim \""REFERÊNCIAS\"". Nas referências, colocamos apenas o que foi citado diretamente ou indiretamente. Compreendem? Da maneira que colocaram, está equivocada.   Existe uma forma correta de citar. Vou lhe ensinar. Deve ser assim: Sobrenome todo maiúsculo, nome com a primeira letra maiúscula e demais minúsculas, nome do livro, cidade, editora e ano. Entende? Por exemplo: Barbosa, Petrônio Silva. Psicologia da Aprendizagem. São Paulo, Ática, 2005.   O trabalho de vocês ficaria melhor se, da forma que fizeram, tivesse em powerpoint. Ou, se estivesse em word, tirassem as imagens e se preocupassem mais em abordar os temas e itens que trouxeram à tona.    Achei que poderiam abordar melhor, com mais profundidade, se valendo de citações, para reforçar o que colocaram.   Sendo assim, vamos tentar melhorar da próxima vez.     ";0;0;1;1;0;1;0
1089; Faltou a caracterização dos estilos de liderança utilizados pelos personagens conforme estudado. ;0;0;0;0;0;1;0
1090; Faltou a caracterização dos estilos de liderança utilizados pelos personagens conforme estudado e as referências bibliográficas. ;0;0;0;0;0;1;0
1091;A atividade é em grupo de 5 pessoas. Faltou seguir as normas da ABNT para trabalhos acadêmicos, referências bibliográficas e a caracterização dos estilos de liderança utilizados pelos personagens.;0;0;0;0;0;1;0
1097; Bom dia!!! Amanda, ficou boa a sua resenha porém tome mais cuidado na hora de escrever pois foram constatados alguns erros .             ;1;0;0;0;0;0;0
1098; Bom dia!!! cuidado com os erros ortográficos  e tentem prestar mais atenção na próxima. Abraços  ;0;0;0;0;0;0;0
1099; Bom dia!!! Tome cuidado com a organização dos seus trabalhos, os erros ortográficos e também veja a questão de como vc vai colocar as suas referências bibliográficas.    Com o tempo você vai se acostumando.   Bjs : Tárcia  ;0;0;0;0;0;1;0
1100;  Olá. O trabalho de vocês seguiu o roteiro solicitado bem como as regras de formatação. Vale apenas ressaltar que em um relatório as atividades devem ser explicadas de maneira mais detalhada para que quem o lê possa chegar próximo à realidade do momento vivenciado. Na “descrição das atividades” vocês trataram dos tópicos trabalhados em aula sem detalhar como eles foram trabalhados, como o professou abordou cada assunto, quais atividades ele apresentou.   ;0;0;0;0;0;1;0
1103; Olá. O trabalho de vocês seguiu o roteiro solicitado bem como as regras de formatação. Vale apenas ressaltar que em um relatório as atividades devem ser explicadas de maneira mais detalhada para que quem o lê possa chegar próximo à realidade do momento vivenciado. Na “descrição das atividades” vocês trataram dos tópicos trabalhados em aula sem detalhar como eles foram trabalhados, como o professou abordou cada assunto, quais atividades ele apresentou.  ;0;0;0;0;0;1;0
1105; Seu relatório cumpriu com os requisitos necessários. Muito bem. ;0;0;0;0;0;0;0
1109; Olá, vocês cumpriram as etapas do trabalho, porém a descrição das atividades na escola poderia ter sido mais explorada já que observaram 15 horas aulas. Solicito que, quando fizerem trabalhos em grupos ou em duplas, todos enviem o mesmo trabalho com a mesma formatação. Encontrei também um pequeno trecho que não foi de autoria de você e não está sendo utilizado em forma de citação.   http://www.andrearamal.com.br/artigos/educacao-de-jovens-e-adultos/linguagem-oral-usos-e-formas   1,5 ;0;0;0;0;0;1;0
1110; Alice, no seu trabalho faltam alguns dos itens solicitados como sumário, e a ficha de comprovação de estágio. Também , pelo que pude perceber você não cumpriu as observações de 15 horas aulas além de não esclarecer bem a questão sobre o trabalho da oralidade na escola. ;0;0;0;0;0;1;0
1113; O trabalho de vocês está bem elaborado. Muito bem. ;0;0;0;0;0;0;0
1119;  Boa tarde,      Vocês poderiam ter explorado mais   os princípios de Alvaraz y Sole e os relacionados pedagogicamente com as práticas observadas em sala de aula.  ;0;0;0;0;0;1;0
1122; Boa tarde,   Vocês poderiam ter explorado mais os princípios de Alvaraz y Sole e os relacionados pedagogicamente com as práticas observadas em sala de aula, conforme solicitado na proposta. ;0;0;0;0;0;1;0
1127;  Bom trabalho, mas vocês poderiam ter explorado mais os princípios de Alvaraz y Sole e os relacionados as práticas observadas em sala de aula.  ;0;0;0;0;0;1;0
1132; Parabéns pelo cumprimento das exigências da atividade. Lembrando que a partir de agora  todos os trabalhos realizados , deverão ser digitados de acordo com as normas apresentadas no capítulo 2. Bons estudos.  ;0;0;0;0;1;0;0
1133; Olá. boa noite. Abaixo farei algumas considerações sobre a sua webquest, fique atenta para rever alguns pontos de uma próxima vez.  A capa e a contracapa apresentam alguns equívocos. Ora você coloca fonte 14 ora 12. Coloque fonte 14 apenas para o título. Na capa não é necessário o nome do professor, só na contracapa.  Preste atenção nos parágrafos (precisam estar alinhados)  Cuidado em parágrafos longos, o texto pode ficar cansativo. (no seu trabalho existe um parágrafo enorme)    Você sou trazer ideias relevantes ao trabalho. porém, senti falta de fundamentação teórica. Ou seja, quando digo isso, quero dizer que você deveria dizer : De acordo com fulano, a aprendizagem se dá assim... Entende? Isso é fundamentar. Vamos melhorar isso posteriormente? Pois você necessitará mais tarde, numa monografia, por exemplo.    As referências estão colocadas erradas também. Vamos verificar isso melhor? Elas devem estar numa folha e não na metade de uma, como está. E só deve ir para referência, apenas o que foi citado. Nesse caso, vocês têm que melhorar, aprender a citar autores. Vou lhe ajudar mais numa próxima vez.   Att,   tutor Petrônio ;0;0;1;0;0;1;0
1134; Ana Márcia, seu trabalho está incompleto. Você não realizou todas as etapas exigidas pelo professor. Lembrando que a partir de agora todos os trabalhos realizados , deverão ser digitados de acordo com as normas apresentadas no capítulo 2. Bons estudos. ;0;0;0;0;0;1;0
1137; Olá. boa noite.    Abaixo farei algumas considerações sobre a sua webquest, fique atenta para rever alguns pontos de uma próxima vez.   &gt, A capa e a contracapa apresentam alguns equívocos. Ora você coloca fonte 14 ora 12. Coloque fonte 14 apenas para o título. Na capa não é necessário o nome do professor, só na contracapa.   &gt, Preste atenção nos parágrafos (precisam estar alinhados)   &gt,  Cuidado em parágrafos longos, o texto pode ficar cansativo. (no seu trabalho existe um parágrafo enorme)   &gt, Você sou trazer ideias relevantes ao trabalho. porém, senti falta de fundamentação teórica. Ou seja, quando digo isso, quero dizer que você deveria dizer : De acordo com fulano, a aprendizagem se dá assim... Entende? Isso é fundamentar. Vamos melhorar isso posteriormente? Pois você necessitará mais tarde, numa monografia, por exemplo.   &gt, As referências estão colocadas erradas também. Vamos verificar isso melhor? Elas devem estar numa folha e não na metade de uma, como está. E só deve ir para referência, apenas o que foi citado. Nesse caso, vocês têm que melhorar, aprender a citar autores. Vou lhe ajudar mais numa próxima vez.    Att,    tutor Petrônio ;0;0;0;0;0;1;0
1138; Parabéns pelo cumprimento das exigências da atividade.Só tenha um pouco mais de cuidado ao uso de caixa alta em todo o texto. Lembrando que a partir de agora todos os trabalhos realizados , deverão ser digitados de acordo com as normas apresentadas no capítulo 2. Bons estudos. ;0;0;1;0;1;0;0
